name,sec1_mean,sec1_std,sec2_mean,sec2_std,sec3_mean,sec3_std,sec4_mean,sec4_std,sec5_mean,sec5_std,sec6_mean,sec6_std,sec7_mean,sec7_std,sec8_mean,sec8_std,sec9_mean,sec9_std,sec10_mean,sec10_std,sec11_mean,sec11_std,sec12_mean,sec12_std,sec13_mean,sec13_std,sec14_mean,sec14_std,sec15_mean,sec15_std,sec16_mean,sec16_std,sec17_mean,sec17_std,sec18_mean,sec18_std,sec19_mean,sec19_std,sec20_mean,sec20_std,sec21_mean,sec21_std,sec22_mean,sec22_std,sec23_mean,sec23_std,sec24_mean,sec24_std,sec25_mean,sec25_std
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.215625,39.32366184448462,6.375,39.81186223978979,7.33125,42.611283991889984,0.0,0.0,5.578125,37.300219791368185,1.753125,21.07067696431168,2.390625,24.574260662517908,0.796875,14.232642594907489,5.7375,37.817239372407926,1.753125,21.07067696431168,10.359375,50.34206962977759,0.0,0.0,10.996875,51.80030757856921,1.275,17.986088374074,0.0,0.0,6.534375,40.293517696515096,28.36875,80.18257462464959,3.346875,29.021570473259622,1.275,17.986088374074004
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05625,38.82866963903734,6.69375,40.768860186881604,4.303125,32.84478634782658,0.0,0.0,0.0,0.0,6.375,39.81186223978979,0.0,0.0,17.85,65.06248919308267,7.33125,42.611283991889984,0.0,0.0,6.69375,40.768860186881604,0.0,0.0,11.634375,53.2109663824984,2.23125,23.74847939211056,0.0,0.0,3.346875,29.021570473259622,6.69375,40.768860186881604,1.115625,16.82972833587563,6.69375,40.768860186881604
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2875,45.2175833470786,15.778125,61.43673694528686,8.60625,46.04917166396698,0.0,0.0,0.0,0.0,7.809375,43.936366339393324,0.0,0.0,9.24375,47.66245205544402,0.0,0.0,0.0,0.0,12.75,55.57596153014359,1.9125,22.00067825659018,27.253125,78.78333613610414,3.984375,31.624996140068934,1.275,17.986088374074,7.171875,42.15913108668602,19.284375,67.42127635887186,5.7375,37.817239372407926,5.259375,36.24195910280479
tomato,0.0,0.0,1.59375,20.096422839338846,4.303125,32.84478634782658,0.0,0.0,0.0,0.0,0.0,0.0,7.171875,42.15913108668602,6.375,39.81186223978979,6.69375,40.768860186881604,3.028125,27.62249688178777,12.909375,55.90383405554019,2.23125,23.74847939211056,7.171875,42.15913108668602,0.0,0.0,7.490625,43.05809926261696,0.0,0.0,7.96875,44.36812226630174,0.0,0.0,1.9125,22.00067825659018,9.403125,48.05598937941426,10.51875,50.711311839051255,42.871875,95.36419904232604,33.7875,86.45355599250964,15.3,60.55914464389337,3.984375,31.624996140068934
tomato,0.0,0.0,0.0,0.0,3.1875,28.33111970519344,3.984375,31.624996140068934,0.0,0.0,2.071875,22.891820787879126,13.546875,57.19209126036899,11.15625,52.15727979810201,8.60625,46.04917166396698,1.434375,19.071135083140046,12.75,55.57596153014359,0.796875,14.232642594907489,0.0,0.0,2.071875,22.891820787879126,5.41875,36.77524165029376,0.0,0.0,14.184375,58.44500946068343,7.33125,42.611283991889984,8.925,46.863838671197215,0.0,0.0,0.0,0.0,4.4625,33.43685980695556,5.896875,38.32662247360671,0.0,0.0,0.0,0.0
tomato,1.275,17.986088374074004,0.0,0.0,1.275,17.986088374074,0.0,0.0,6.69375,40.768860186881604,3.1875,28.33111970519344,10.359375,50.34206962977759,8.765625,46.45856426278555,5.41875,36.77524165029376,0.0,0.0,15.140625,60.26293097426788,1.753125,21.07067696431168,3.825,30.995876741915207,5.7375,37.817239372407926,2.071875,22.891820787879123,10.359375,50.34206962977759,6.69375,40.768860186881604,0.159375,6.37300750112339,10.2,49.96959075277684,0.0,0.0,8.2875,45.2175833470786,26.615625,77.96533127524935,35.540625,88.31604242497156,6.853125,41.23810801594048,0.0,0.0
tomato,2.23125,23.748479392110564,1.9125,22.00067825659018,0.0,0.0,1.275,17.986088374074,1.753125,21.07067696431168,0.0,0.0,12.75,55.57596153014359,13.06875,56.22934308203769,11.475,52.8625517261511,5.896875,38.32662247360671,0.0,0.0,18.16875,65.59670550749863,6.69375,40.768860186881604,1.275,17.986088374074004,19.125,67.16479267443621,0.0,0.0,2.23125,23.748479392110564,21.99375,71.58687876236468,16.575,62.86409448166735,19.921875,68.43388796118758,5.578125,37.300219791368185,11.15625,52.15727979810201,5.259375,36.24195910280479,2.55,25.37217964621881,1.275,17.986088374074004
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.259375,36.24195910280479,13.3875,56.87343267071191,5.1,35.7,0.0,0.0,0.478125,11.031467331428535,6.375,39.81186223978979,0.0,0.0,6.375,39.81186223978979,2.55,25.372179646218807,0.796875,14.232642594907489,7.171875,42.15913108668602,12.75,55.57596153014359,6.375,39.81186223978979,0.0,0.0,0.0,0.0,2.23125,23.74847939211056,0.31875,9.00997494100289,0.0,0.0,0.0,0.0
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.940625,35.14896299479367,7.33125,42.611283991889984,0.0,0.0,0.0,0.0,0.0,0.0,7.171875,42.15913108668602,1.59375,20.096422839338846,20.08125,68.68378373704742,3.028125,27.622496881787768,0.0,0.0,22.471875,72.28653373197788,0.95625,15.586190552457003,12.75,55.57596153014359,8.60625,46.04917166396698,0.0,0.0,10.2,49.96959075277683,9.403125,48.05598937941425,3.028125,27.622496881787768,0.796875,14.232642594907489
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.896875,38.32662247360671,6.375,39.81186223978979,6.375,39.81186223978979,1.9125,22.00067825659018,0.0,0.0,7.171875,42.15913108668602,0.0,0.0,0.0,0.0,6.853125,41.23810801594048,2.23125,23.748479392110564,11.634375,53.2109663824984,6.69375,40.7688601868816,7.490625,43.05809926261696,0.796875,14.232642594907489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796875,14.232642594907489,0.0,0.0,4.78125,34.58841422264831,6.69375,40.768860186881604,5.7375,37.817239372407926,0.478125,11.031467331428535,0.0,0.0,6.375,39.81186223978979,5.578125,37.300219791368185,28.846875,80.77011159912047,21.0375,70.15686775897282,1.434375,19.071135083140046,5.259375,36.24195910280479,17.371875,64.24987224877864,21.35625,70.63819318143338,2.86875,26.89426562368826,0.796875,14.232642594907489,0.0,0.0,6.534375,40.293517696515096,3.825,30.995876741915207,7.171875,42.15913108668602
tomato,0.0,0.0,4.940625,35.14896299479367,6.375,39.81186223978979,0.31875,9.009974941002888,0.0,0.0,5.7375,37.817239372407926,6.375,39.81186223978979,2.23125,23.74847939211056,8.2875,45.2175833470786,1.753125,21.07067696431168,7.65,43.49974137854155,0.0,0.0,0.0,0.0,1.9125,22.00067825659018,6.215625,39.32366184448461,7.0125,41.70146692563704,17.85,65.06248919308267,6.534375,40.293517696515096,16.25625,62.29829922186881,1.115625,16.82972833587563,2.071875,22.891820787879123,20.4,69.17976582787773,37.453125,90.26522200013899,9.88125,49.21462839885617,3.825,30.995876741915207
tomato,2.071875,22.891820787879123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.809375,43.936366339393324,6.534375,40.293517696515096,5.259375,36.24195910280479,0.0,0.0,17.2125,63.97591221506732,0.6375,12.734052526591837,11.315625,52.511341687861815,7.490625,43.05809926261696,0.0,0.0,14.6625,59.362855336902385,7.96875,44.36812226630174,6.375,39.81186223978979,6.69375,40.768860186881604,0.0,0.0,25.021875,75.85831461668771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato,2.55,25.372179646218807,3.984375,31.624996140068934,4.14375,32.24105435523937,2.071875,22.891820787879123,3.346875,29.021570473259622,0.478125,11.031467331428535,0.0,0.0,7.809375,43.936366339393324,13.3875,56.87343267071191,18.328125,65.8616102823517,2.071875,22.891820787879123,5.896875,38.32662247360671,8.765625,46.45856426278555,17.2125,63.97591221506732,54.665625,104.64895517089205,0.796875,14.232642594907489,7.96875,44.36812226630174,1.115625,16.82972833587563,2.55,25.372179646218807,50.840625,101.88027397199804,1.275,17.986088374074004,5.7375,37.817239372407926,11.475,52.862551726151096,14.34375,58.752983634344055,5.7375,37.817239372407926
tomato,0.0,0.0,0.0,0.0,6.69375,40.768860186881604,0.0,0.0,0.0,0.0,2.23125,23.748479392110564,7.65,43.49974137854155,6.375,39.81186223978979,6.853125,41.23810801594048,3.028125,27.622496881787768,10.2,49.96959075277684,0.95625,15.586190552457003,0.0,0.0,0.0,0.0,6.69375,40.768860186881604,4.303125,32.84478634782658,14.821875,59.66481497905088,3.984375,31.624996140068934,11.634375,53.2109663824984,8.446875,45.635550043079085,0.0,0.0,6.534375,40.293517696515096,29.00625,80.96438236000753,7.33125,42.611283991889984,1.275,17.986088374074004
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.940625,35.14896299479367,6.375,39.81186223978979,7.96875,44.36812226630174,2.390625,24.574260662517908,4.4625,33.43685980695555,3.346875,29.021570473259622,2.86875,26.89426562368826,0.0,0.0,6.375,39.81186223978979,0.6375,12.734052526591837,12.1125,54.23997459208476,1.59375,20.096422839338846,9.5625,48.44580573950649,3.984375,31.624996140068934,0.0,0.0,8.925,46.863838671197215,13.865625,57.82282264261556,6.375,39.81186223978979,0.796875,14.232642594907489
tomato,0.0,0.0,0.796875,14.232642594907489,2.55,25.37217964621881,2.071875,22.891820787879123,0.0,0.0,0.0,0.0,8.446875,45.635550043079085,6.375,39.81186223978979,7.490625,43.05809926261696,0.0,0.0,3.028125,27.622496881787768,13.3875,56.873432670711914,3.665625,30.352884020458006,6.69375,40.768860186881604,0.0,0.0,18.4875,66.12506970695759,22.153125,71.82120806373544,8.765625,46.45856426278555,4.940625,35.14896299479367,0.0,0.0,4.4625,33.43685980695556,0.796875,14.232642594907489,1.275,17.986088374074004,0.0,0.0,0.0,0.0
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.753125,21.070676964311684,9.88125,49.21462839885617,10.8375,51.44036444029144,9.084375,47.26510082353972,0.0,0.0,4.303125,32.84478634782658,2.709375,26.144787474932265,0.0,0.0,0.0,0.0,6.534375,40.293517696515096,0.0,0.0,8.446875,45.635550043079085,7.96875,44.36812226630174,9.88125,49.21462839885617,1.59375,20.096422839338846,0.0,0.0,1.59375,20.096422839338846,7.65,43.49974137854155,1.275,17.986088374074,2.55,25.372179646218807
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96875,44.36812226630174,29.484375,81.54254874517582,9.24375,47.66245205544402,0.0,0.0,0.0,0.0,6.375,39.81186223978979,0.796875,14.232642594907489,6.375,39.81186223978979,0.0,0.0,0.0,0.0,7.96875,44.36812226630174,6.69375,40.768860186881604,16.734375,63.14448763240838,3.825,30.995876741915207,0.0,0.0,0.0,0.0,4.14375,32.24105435523937,3.825,30.995876741915207,0.796875,14.232642594907489
tomato,1.275,17.986088374074004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.665625,30.352884020458006,6.853125,41.23810801594048,6.375,39.81186223978979,7.33125,42.611283991889984,2.709375,26.144787474932265,7.65,43.49974137854155,0.0,0.0,2.55,25.372179646218807,0.0,0.0,6.534375,40.293517696515096,2.86875,26.89426562368826,12.1125,54.23997459208476,6.534375,40.293517696515096,10.2,49.96959075277684,3.028125,27.622496881787768,10.8375,51.44036444029144,54.1875,104.31455959620402,56.7375,106.06091925751917,7.490625,43.05809926261696,0.0,0.0
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.621875,34.01788348037506,6.375,39.81186223978979,6.05625,38.82866963903733,0.0,0.0,1.9125,22.00067825659018,8.2875,45.2175833470786,4.621875,34.01788348037507,0.796875,14.232642594907489,7.171875,42.15913108668602,0.0,0.0,10.040625,49.593802280218185,16.734375,63.14448763240838,8.60625,46.04917166396698,2.709375,26.144787474932265,4.621875,34.01788348037507,12.271875,54.57773546955182,12.909375,55.90383405554019,0.478125,11.031467331428535,0.0,0.0
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.375,39.81186223978979,8.925,46.863838671197215,1.434375,19.071135083140046,0.0,0.0,0.0,0.0,6.534375,40.293517696515096,0.0,0.0,7.96875,44.36812226630174,0.0,0.0,0.0,0.0,7.809375,43.936366339393324,6.375,39.81186223978979,6.215625,39.32366184448461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.346875,29.021570473259622
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.621875,34.01788348037506,16.575,62.86409448166735,5.7375,37.817239372407926,0.0,0.0,0.0,0.0,6.375,39.81186223978979,0.0,0.0,7.0125,41.70146692563704,0.0,0.0,0.0,0.0,7.33125,42.611283991889984,9.721875,48.831990247013024,2.709375,26.144787474932265,1.275,17.986088374074004,2.55,25.372179646218807,0.0,0.0,0.796875,14.232642594907489,1.9125,22.00067825659018,5.896875,38.32662247360671
tomato,0.0,0.0,0.31875,9.009974941002888,4.4625,33.43685980695556,0.0,0.0,0.0,0.0,0.0,0.0,14.821875,59.66481497905088,18.16875,65.59670550749863,5.259375,36.24195910280479,0.0,0.0,0.0,0.0,6.375,39.81186223978979,0.0,0.0,6.375,39.81186223978979,0.0,0.0,0.0,0.0,8.60625,46.04917166396698,0.0,0.0,11.315625,52.511341687861815,0.0,0.0,0.0,0.0,3.665625,30.352884020458006,8.925,46.863838671197215,8.2875,45.2175833470786,0.0,0.0
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.940625,35.14896299479367,0.0,0.0,7.809375,43.936366339393324,6.375,39.81186223978979,5.7375,37.817239372407926,2.55,25.372179646218807,5.41875,36.77524165029375,1.434375,19.07113508314005,0.0,0.0,6.69375,40.768860186881604,0.0,0.0,4.14375,32.24105435523937,5.259375,36.24195910280479,0.0,0.0,9.084375,47.26510082353972,0.0,0.0,7.171875,42.15913108668602,3.825,30.995876741915207,11.15625,52.15727979810201,0.95625,15.586190552457003,0.0,0.0
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.825,30.995876741915207,5.259375,36.24195910280479,7.171875,42.15913108668602,6.375,39.81186223978979,7.171875,42.15913108668602,0.0,0.0,36.178125,88.97508160425802,1.753125,21.07067696431168,9.403125,48.05598937941425,3.346875,29.021570473259622,4.4625,33.43685980695556,12.75,55.57596153014359,0.95625,15.586190552457003,0.0,0.0,2.071875,22.891820787879123,5.259375,36.24195910280479,15.9375,61.72567208018071,31.55625,83.97051170463057,13.546875,57.19209126036899,9.88125,49.21462839885617,0.0,0.0
tomato,0.0,0.0,1.115625,16.82972833587563,8.446875,45.63555004307908,0.0,0.0,0.0,0.0,0.0,0.0,7.0125,41.70146692563704,9.5625,48.44580573950649,3.346875,29.021570473259622,4.303125,32.84478634782658,0.0,0.0,14.025,58.13496688740778,2.709375,26.144787474932265,21.675,71.11483231366013,4.303125,32.84478634782658,9.084375,47.26510082353972,17.85,65.06248919308267,25.340625,76.28703755953154,35.38125,88.14979239021214,7.490625,43.05809926261696,0.0,0.0,14.821875,59.66481497905088,10.996875,51.80030757856921,6.853125,41.23810801594048,1.59375,20.096422839338846
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.375,39.81186223978979,13.06875,56.22934308203769,5.896875,38.32662247360671,0.0,0.0,1.275,17.986088374074,7.171875,42.15913108668602,2.55,25.37217964621881,6.375,39.81186223978979,0.0,0.0,3.50625,29.695116786055923,20.08125,68.68378373704742,4.303125,32.84478634782658,5.578125,37.300219791368185,0.6375,12.734052526591837,4.621875,34.01788348037506,2.071875,22.891820787879126,8.128125,44.7951499493458,3.028125,27.622496881787768,4.303125,32.84478634782658
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78125,34.58841422264831,1.275,17.986088374074004,3.984375,31.624996140068934,10.8375,51.44036444029144,1.753125,21.070676964311684,0.0,0.0,6.69375,40.768860186881604,7.96875,44.36812226630174,7.171875,42.15913108668602,4.78125,34.58841422264831,7.171875,42.15913108668602,11.79375,53.556640213305954,0.0,0.0,0.0,0.0,0.31875,9.009974941002888,9.5625,48.44580573950649,17.371875,64.24987224877864,42.553125,95.08037877361646,19.603125,67.9302168790471,6.215625,39.32366184448462,0.796875,14.232642594907489
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,25.372179646218807,16.415625,62.58203920342781,6.534375,40.293517696515096,0.0,0.0,0.0,0.0,6.375,39.81186223978979,0.0,0.0,8.2875,45.2175833470786,3.825,30.995876741915207,0.0,0.0,12.75,55.57596153014359,10.8375,51.44036444029144,10.51875,50.711311839051255,0.0,0.0,4.14375,32.24105435523937,8.925,46.86383867119722,1.275,17.986088374074004,0.796875,14.232642594907489,2.55,25.372179646218807
tomato,1.753125,21.07067696431168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59375,20.096422839338846,6.375,39.81186223978979,6.375,39.81186223978979,1.59375,20.096422839338846,0.0,0.0,7.33125,42.611283991889984,1.434375,19.071135083140046,6.69375,40.768860186881604,8.60625,46.04917166396698,1.115625,16.82972833587563,7.809375,43.936366339393324,5.259375,36.24195910280479,0.0,0.0,4.940625,35.14896299479367,3.346875,29.021570473259622,6.05625,38.82866963903734,15.9375,61.72567208018071,10.678125,51.07738757497661,3.825,30.995876741915207,0.0,0.0
tomato,0.0,0.0,0.0,0.0,3.1875,28.33111970519344,0.0,0.0,0.0,0.0,7.33125,42.611283991889984,8.2875,45.2175833470786,3.1875,28.33111970519344,11.79375,53.556640213305954,2.23125,23.74847939211056,8.128125,44.7951499493458,0.0,0.0,0.0,0.0,9.5625,48.44580573950649,3.984375,31.624996140068934,5.41875,36.77524165029375,10.51875,50.711311839051255,8.128125,44.7951499493458,11.475,52.8625517261511,0.796875,14.232642594907489,2.390625,24.574260662517908,12.43125,54.91295633488968,3.1875,28.33111970519344,1.59375,20.096422839338846,0.0,0.0
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.578125,37.300219791368185,6.375,39.81186223978979,19.125,67.16479267443621,22.471875,72.28653373197788,0.0,0.0,6.534375,40.293517696515096,0.796875,14.232642594907489,20.878125,69.91441747940388,20.08125,68.68378373704742,1.275,17.986088374074,6.853125,41.23810801594048,6.375,39.81186223978979,19.603125,67.9302168790471,8.128125,44.7951499493458,5.578125,37.300219791368185,0.0,0.0,1.275,17.986088374074004,1.275,17.986088374074004,0.0,0.0
tomato,10.040625,49.593802280218185,20.878125,69.91441747940388,0.0,0.0,0.0,0.0,0.6375,12.734052526591837,1.275,17.986088374074,26.775,78.1711223854436,17.53125,64.52227540499095,6.534375,40.293517696515096,3.346875,29.021570473259622,0.0,0.0,13.228125,56.552529421630425,1.9125,22.00067825659018,0.159375,6.37300750112339,7.171875,42.15913108668602,0.0,0.0,5.578125,37.300219791368185,6.375,39.81186223978979,7.809375,43.936366339393324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato,0.0,0.0,5.7375,37.817239372407926,6.375,39.81186223978979,17.690625,64.79314131996823,1.115625,16.82972833587563,10.2,49.96959075277684,1.115625,16.82972833587563,3.665625,30.352884020458006,10.2,49.96959075277683,7.65,43.49974137854155,17.53125,64.52227540499095,8.60625,46.04917166396699,0.0,0.0,4.78125,34.58841422264831,6.215625,39.32366184448461,7.809375,43.936366339393324,19.921875,68.43388796118758,21.515625,70.87709260303625,9.88125,49.21462839885617,1.275,17.986088374074,10.51875,50.711311839051255,18.80625,66.64772097331986,9.721875,48.83199024701302,0.478125,11.031467331428537,0.0,0.0
tomato,0.0,0.0,1.115625,16.82972833587563,6.05625,38.82866963903734,8.2875,45.2175833470786,1.275,17.986088374074,13.228125,56.552529421630425,12.43125,54.91295633488968,3.346875,29.021570473259622,10.678125,51.07738757497661,0.0,0.0,29.00625,80.96438236000753,0.796875,14.232642594907489,5.896875,38.32662247360671,6.534375,40.293517696515096,0.0,0.0,9.88125,49.21462839885617,10.359375,50.34206962977759,8.128125,44.7951499493458,11.953125,53.89962595171116,0.0,0.0,17.2125,63.97591221506732,18.4875,66.12506970695759,15.459375,60.853499074493456,1.275,17.986088374074004,0.0,0.0
tomato,0.0,0.0,0.0,0.0,2.86875,26.89426562368826,0.0,0.0,0.0,0.0,2.709375,26.144787474932265,10.678125,51.07738757497661,4.4625,33.43685980695555,8.446875,45.635550043079085,9.721875,48.83199024701302,7.0125,41.70146692563704,0.0,0.0,0.0,0.0,0.0,0.0,6.534375,40.293517696515096,16.096875,62.012851411899895,14.34375,58.752983634344055,0.478125,11.031467331428534,14.503125,59.05892176660843,3.028125,27.622496881787768,0.0,0.0,5.7375,37.817239372407926,6.853125,41.23810801594048,0.0,0.0,1.275,17.986088374074
